pair,htf_timeframe,direction,entry_type,pivot_time,valid_time,gap_touch_time,entry_time,exit_time,duration_days,pivot_price,extreme_price,near_price,gap_pips,wick_diff_pips,wick_diff_pct,total_refinements,priority_refinement_tf,entry_price,sl_price,tp_price,exit_price,final_rr,sl_distance_pips,tp_distance_pips,exit_type,pnl_pips,pnl_r,win_loss,mfe_pips,mae_pips,lots,entry_spread_pips,exit_spread_pips,commission_usd
GBPUSD,W,bearish,direct_touch,2010-04-12,2010-04-19,2010-04-22,2010-04-22 06:00:00,2010-04-22 09:00:00,0.125,1.54574,1.55232,1.53922,65.8,130.9999999999989,199.08814589665488,6,H4,1.54654,1.552978,1.5391599999999999,1.5391599999999999,1.1463187325256645,64.37999999999944,73.80000000000165,tp,69.59273501509821,1.0732018486346508,win,77.80000000000119,8.20000000000043,1.5532774153463944,1.7384251512217572,2.4688398336826913,7.766387076731972
AUDCHF,W,bearish,direct_touch,2010-04-12,2010-04-19,2010-04-20,2010-04-22 17:00:00,2010-05-05 21:00:00,13.166666666666666,0.98862,1.00106,0.99267,124.39999999999999,83.90000000000009,67.44372990353705,5,D,0.99884,1.0139466666666666,0.97618,1.0139466666666666,1.5,151.066666666666,226.599999999999,sl,-154.33989416238634,-1.0249772340846448,loss,100.79999999999977,158.10000000000102,0.6619593998234803,2.4252267427223178,0.8480007529978781,3.3097969991174017
USDJPY,W,bearish,direct_touch,2010-04-26,2010-05-03,2010-05-03,2010-05-03 12:00:00,2010-05-06 06:00:00,2.75,94.004,94.5815,94.331,5775.0,2505.0000000000236,43.37662337662379,1,H1,94.532,95.26899999999999,93.4265,93.4265,1.5,73.69999999999948,110.54999999999922,tp,108.03845257767506,1.465854173374163,win,123.19999999999993,45.40000000000077,0.013568521031207694,1.8787258304145569,0.6328215919100607,0.06784260515603847
AUDJPY,W,bearish,direct_touch,2010-04-26,2010-05-03,2010-05-03,2010-05-03 14:00:00,2010-05-04 13:00:00,0.9583333333333334,87.035,88.0585,87.216,10235.0,8425.000000000011,82.31558378114325,2,H1,87.708,88.839,86.0115,86.0115,1.5,113.10000000000002,169.65000000000003,tp,166.30983812061402,1.4704229718887176,win,173.79999999999995,25.199999999999534,0.008841732979664013,2.1397228887190614,1.2004389906670296,0.044208664898320066
EURGBP,W,bullish,direct_touch,2010-04-26,2010-05-03,2010-05-03,2010-05-04 15:00:00,2010-05-05 13:00:00,0.9166666666666666,0.86739,0.8604,0.8608,69.89999999999999,3.9999999999995595,5.722460658082346,1,wick_diff,0.8608,0.8517466666666667,0.87438,0.8517466666666667,1.5,90.53333333333357,135.80000000000035,sl,-95.33394279405805,-1.0585487053835543,loss,19.399999999999416,114.19999999999985,1.1045655375552255,2.441170140422397,2.35943932030207,5.522827687776127
GBPCHF,W,bearish,direct_touch,2010-04-26,2010-05-03,2010-05-03,2010-05-04 16:00:00,2010-05-05 12:00:00,0.8333333333333334,1.65419,1.66659,1.66446,124.0,21.299999999999653,17.17741935483843,1,wick_diff,1.66446,1.6795733333333334,1.64179,1.6795733333333334,1.5,151.1333333333331,226.69999999999968,sl,-153.3763170957969,-1.018149429394335,loss,18.599999999999728,164.59999999999917,0.6616674018526697,1.1138014608444986,1.12918230162072,3.3083370092633486
CADCHF,W,bearish,direct_touch,2010-04-26,2010-05-03,2010-05-04,2010-05-05 12:00:00,2010-05-06 13:00:00,1.0416666666666667,1.07521,1.08222,1.08206,70.1,1.5999999999993797,2.2824536376596005,1,H1,1.08124,1.0899333333333332,1.0682,1.0682,1.5,86.93333333333219,130.3999999999994,tp,127.88318428527568,1.4652973652447552,win,149.39999999999952,57.49999999999922,1.150306748466273,1.6439305108085374,0.8728852039142689,5.751533742331365
AUDJPY,W,bullish,direct_touch,2010-04-19,2010-04-26,2010-05-06,2010-05-06 06:00:00,2010-05-06 14:00:00,0.3333333333333333,84.64,83.9425,84.9475,6975.0,10050.000000000096,144.08602150537772,4,H1,84.59,83.87275,85.3375,83.87275,1.0421749738584802,71.7250000000007,74.75000000000023,sl,-74.1050311723427,-1.0332524387918018,loss,59.7999999999999,78.4000000000006,0.013942140118508053,1.1783164696371133,1.2017147027058148,0.06971070059254027
EURCHF,W,bullish,direct_touch,2010-03-29,2010-04-05,2010-05-06,2010-05-06 11:00:00,2010-05-20 17:00:00,14.25,1.42677,1.41446,1.42326,123.1,87.99999999999919,71.4865962632,1,H4,1.4153,1.3994466666666665,1.4390800000000001,1.4390800000000001,1.5,158.53333333333495,237.80000000000132,tp,236.38056017144302,1.4878925157996676,win,293.3999999999992,153.70000000000104,0.630782169890658,1.0012438968014445,0.41819593175624886,3.15391084945329
AUDUSD,W,bullish,direct_touch,2010-03-01,2010-03-08,2010-05-06,2010-05-06 15:00:00,2010-05-06 18:00:00,0.125,0.89609,0.88006,0.89354,160.29999999999998,134.80000000000047,84.09232688708701,6,H4,0.89489,0.8784569999999999,0.91212,0.8784569999999999,1.048499969573422,164.3300000000003,172.30000000000078,sl,-168.03962585884236,-1.0256169041492245,loss,46.800000000000175,239.09999999999985,0.6085316132173055,1.593129331482555,2.1164965273585965,3.0426580660865277
AUDCHF,W,bullish,direct_touch,2010-05-10,2010-05-17,2010-05-17,2010-05-17 17:00:00,2010-05-19 09:00:00,1.6666666666666667,0.99182,0.97232,0.98598,195.0,136.60000000000005,70.05128205128209,3,H1,0.98733,0.97037,1.01132,0.97037,1.4145047169811222,169.60000000000085,239.89999999999955,sl,-172.0228657664746,-1.0172338783400576,loss,75.09999999999906,190.10000000000082,0.589622641509431,1.2005973634536975,1.2222684030202426,2.948113207547155
GBPCHF,W,bullish,direct_touch,2010-05-10,2010-05-17,2010-05-17,2010-05-18 10:00:00,2010-05-21 03:00:00,2.7083333333333335,1.63788,1.60928,1.62652,286.0,172.3999999999992,60.27972027972,3,D,1.62992,1.6055466666666667,1.66648,1.66648,1.5,243.73333333333358,365.5999999999992,tp,363.4925456891258,1.489302020059322,win,365.899999999999,1.9999999999997797,0.41028446389496676,0.7600017361133403,1.3474525747593946,2.0514223194748338
