pair,htf_timeframe,direction,entry_type,pivot_time,valid_time,gap_touch_time,entry_time,exit_time,duration_days,pivot_price,extreme_price,near_price,gap_pips,wick_diff_pips,wick_diff_pct,total_refinements,priority_refinement_tf,entry_price,sl_price,tp_price,exit_price,final_rr,sl_distance_pips,tp_distance_pips,exit_type,pnl_pips,pnl_r,win_loss,mfe_pips,mae_pips,lots,entry_spread_pips,exit_spread_pips,commission_usd
EURGBP,3D,bearish,direct_touch,2010-03-10,2010-03-15,2010-03-15 00:00:00,2010-03-15 10:00:00,2010-03-17 09:00:00,1.9583333333333333,0.90694,0.9134,0.90974,64.6,36.599999999999966,56.65634674922596,7,D,0.91218,0.91998,0.90048,0.90048,1.5,78.00000000000028,117.00000000000043,tp,112.1362144630511,1.4312335187570602,win,142.9999999999998,8.20000000000043,1.2820512820512773,2.4649628240632615,2.398822712885235,6.410256410256387
EURCAD,3D,bullish,direct_touch,2010-03-10,2010-03-15,2010-03-15 15:00:00,2010-03-15 19:00:00,2010-03-17 16:00:00,1.875,1.39518,1.39024,1.393,49.4,27.600000000000957,55.87044534413149,2,H4,1.39374,1.38774,1.40012,1.38774,1.063333333333341,60.00000000000005,63.80000000000052,sl,-63.1649170331583,-1.0610819505526374,loss,58.400000000000674,64.4,1.6666666666666654,0.9114246184019001,2.2534924147573445,8.333333333333327
AUDNZD,3D,bullish,direct_touch,2010-03-10,2010-03-15,2010-03-15 06:00:00,2010-03-16 14:00:00,2010-03-26 08:00:00,9.75,1.30034,1.29278,1.29688,75.6,40.99999999999992,54.232804232804135,1,H4,1.29312,1.2832666666666668,1.3079,1.2832666666666668,1.5,98.53333333333269,147.80000000000015,sl,-101.98789507381179,-1.0401342531171764,loss,117.39999999999861,103.80000000000055,1.014884979702307,2.1239196578680533,1.3306420826104859,5.074424898511535
EURGBP,3D,bullish,direct_touch,2010-03-05,2010-03-10,2010-03-16 18:00:00,2010-03-17 09:00:00,2010-03-18 06:00:00,0.875,0.90344,0.89818,0.90177,52.599999999999994,35.89999999999982,68.25095057034186,5,H4,0.90042,0.89442,0.9087000000000001,0.89442,1.3800000000000097,60.00000000000005,82.80000000000065,sl,-62.789285500630676,-1.0548214250105103,loss,46.800000000000175,61.59999999999943,1.6666666666666654,0.9748461435708692,1.8144393570594908,8.333333333333327
EURNZD,3D,bullish,direct_touch,2010-03-10,2010-03-15,2010-03-17 00:00:00,2010-03-17 13:00:00,2010-03-24 08:00:00,6.791666666666667,1.9353,1.92029,1.93328,150.1,129.90000000000057,86.54230512991377,3,H4,1.92102,1.9014933333333333,1.95031,1.9014933333333333,1.5,195.2666666666669,292.9000000000004,sl,-199.26336303668356,-1.0230284894333388,loss,76.19999999999959,211.09999999999962,0.5121201775349943,2.4238136416098572,1.5728827284073963,2.5606008876749713
CADCHF,3D,bearish,direct_touch,2010-03-10,2010-03-15,2010-03-18 08:00:00,2010-03-18 15:00:00,2010-03-18 17:00:00,0.08333333333333333,1.04759,1.05191,1.04972,43.199999999999996,21.899999999999142,50.69444444444245,1,H1,1.04964,1.05564,1.04327,1.04327,1.0616666666666634,60.00000000000005,63.69999999999987,tp,60.309750373210846,0.9968291728868467,win,91.20000000000016,1.80000000000069,1.6666666666666654,2.3452975311778723,1.0449520956102394,8.333333333333327
NZDCAD,3D,bearish,direct_touch,2010-03-10,2010-03-15,2010-03-17 00:00:00,2010-03-19 03:00:00,2010-04-01 02:00:00,12.958333333333334,0.72113,0.72788,0.7218,67.5,60.79999999999974,90.07407407407369,1,H1,0.72658,0.7347133333333333,0.71438,0.71438,1.5,81.33333333333326,121.99999999999989,tp,118.345083153093,1.4489149568003252,win,124.40000000000006,16.800000000000146,1.2295081967213126,1.6110401817048798,2.043876665202281,6.147540983606563
EURGBP,3D,bullish,direct_touch,2010-03-18,2010-03-23,2010-03-24 05:00:00,2010-03-24 10:00:00,2010-03-26 08:00:00,1.9166666666666667,0.8964,0.8916,0.8954,47.99999999999999,38.000000000000256,79.16666666666721,7,D,0.89194,0.8857666666666666,0.9012,0.9012,1.5,61.73333333333364,92.60000000000045,tp,90.34072601052489,1.4553033371035276,win,106.20000000000073,38.999999999999034,1.6198704103671626,1.4994297212247565,0.7598442682514279,8.099352051835814
AUDNZD,3D,bullish,direct_touch,2010-03-18,2010-03-23,2010-03-24 18:00:00,2010-03-25 12:00:00,2010-04-01 06:00:00,6.75,1.29298,1.28562,1.28704,73.6,14.199999999999768,19.29347826086925,2,wick_diff,1.28704,1.2781733333333332,1.30034,1.30034,1.5,88.666666666668,133.00000000000088,tp,129.32027090524213,1.4528601981794007,win,152.00000000000102,51.49999999999988,1.1278195488721636,1.422448198005441,2.257280896753086,5.639097744360818
EURGBP,3D,bearish,direct_touch,2010-03-23,2010-03-26,2010-03-26 06:00:00,2010-03-26 07:00:00,2010-03-30 13:00:00,4.25,0.89788,0.90454,0.90201,66.6,25.30000000000032,37.98798798798847,3,H4,0.90072,0.9070533333333333,0.89122,0.89122,1.5,63.333333333333016,94.99999999999953,tp,93.84594370281384,1.4738833216233838,win,103.99999999999964,23.199999999999886,1.5789473684210606,0.40328586443710834,0.7507704327478484,7.894736842105303
AUDCHF,3D,bullish,direct_touch,2010-03-23,2010-03-26,2010-03-26 08:00:00,2010-03-26 09:00:00,2010-03-26 14:00:00,0.20833333333333334,0.97166,0.96528,0.96819,63.8,29.09999999999968,45.61128526645718,5,H4,0.96866,0.9624066666666666,0.97804,0.9624066666666666,1.5,62.533333333333324,93.80000000000055,sl,-66.01503023739852,-1.063673191429614,loss,13.800000000000479,66.99999999999928,1.5991471215351816,2.458712643479921,1.022984260585464,7.995735607675908
NZDCAD,3D,bullish,direct_touch,2010-03-23,2010-03-26,2010-03-31 11:00:00,2010-04-01 02:00:00,2010-04-05 06:00:00,4.166666666666667,0.7198,0.71496,0.71516,48.39999999999999,1.9999999999997797,4.1322314049582225,1,wick_diff,0.71516,0.70884,0.72464,0.70884,1.5,63.19999999999992,94.79999999999933,sl,-67.18368103311612,-1.0709443201442437,loss,22.49999999999974,64.1999999999998,1.5822784810126602,2.360058844317706,1.623622188798789,7.911392405063301
AUDCAD,3D,bullish,direct_touch,2010-03-18,2010-03-23,2010-03-23 02:00:00,2010-04-01 18:00:00,2010-04-11 20:00:00,10.083333333333334,0.93323,0.92563,0.92751,76.0,18.799999999999926,24.73684210526306,3,D,0.92617,0.9163966666666667,0.94083,0.94083,1.5,97.73333333333301,146.60000000000005,tp,145.03375339384505,1.4788583225836855,win,149.49999999999906,53.600000000000314,1.0231923601637143,0.5850719038631318,0.9811747022918031,5.115961800818571
AUDNZD,3D,bearish,direct_touch,2010-03-15,2010-03-18,2010-04-05 01:00:00,2010-04-05 13:00:00,2010-04-06 07:00:00,0.75,1.30429,1.3101,1.30625,58.099999999999994,38.50000000000131,66.26506024096611,4,D,1.3099,1.3175133333333335,1.2984799999999999,1.3175133333333335,1.5,76.13333333333472,114.20000000000208,sl,-79.4503352112308,-1.0501357514609808,loss,50.400000000001555,81.7000000000001,1.3134851138353527,1.0417017949806635,2.2753000829151238,6.567425569176764
AUDUSD,3D,bearish,direct_touch,2010-01-19,2010-01-22,2010-04-06 18:00:00,2010-04-06 18:00:00,2010-04-09 15:00:00,2.875,0.92628,0.933,0.92744,67.2,55.600000000000094,82.73809523809538,7,D,0.92744,0.9336720000000001,0.91956,0.9336720000000001,1.2644415917843355,62.32000000000015,78.79999999999998,sl,-66.52637681145434,-1.0755195252158885,loss,50.499999999999986,68.49999999999912,1.6046213093709845,1.7965217359150503,2.409855075539082,8.023106546854923
