pair,htf_timeframe,direction,entry_type,pivot_time,valid_time,gap_touch_time,entry_time,exit_time,duration_days,pivot_price,extreme_price,near_price,gap_pips,wick_diff_pips,wick_diff_pct,total_refinements,priority_refinement_tf,entry_price,sl_price,tp_price,exit_price,final_rr,sl_distance_pips,tp_distance_pips,exit_type,pnl_pips,pnl_r,win_loss,mfe_pips,mae_pips,lots
EURCAD,W,bullish,direct_touch,2010-01-18,2010-01-25,2010-01-29 16:00:00,2010-02-05 00:00:00,2010-02-11 11:00:00,6.458333333333333,1.47893,1.46723,1.47211,117.0,48.799999999999955,41.70940170940167,2,H4,1.46856,1.4538466666666667,1.49063,1.4538466666666667,1.5,147.13333333333355,220.70000000000033,sl,-147.13333333333355,-1.0,loss,85.69999999999966,155.8000000000015,0.6796556411418204
CADCHF,W,bearish,direct_touch,2010-01-18,2010-01-25,2010-02-02 06:00:00,2010-02-05 03:00:00,2010-02-11 14:00:00,6.458333333333333,0.99764,1.0051,1.0024,74.6,27.000000000001467,36.19302949061859,2,D,1.00469,1.0143633333333335,0.99018,1.0143633333333335,1.5,96.73333333333422,145.10000000000133,sl,-96.73333333333422,-1.0,loss,106.30000000000028,102.0999999999983,1.0337698139214242
EURNZD,W,bullish,direct_touch,2010-02-01,2010-02-08,2010-02-10 01:00:00,2010-02-11 14:00:00,2010-02-18 16:00:00,7.083333333333333,1.97933,1.95674,1.96458,225.9,78.40000000000069,34.70562195661828,5,D,1.95948,1.9311866666666668,2.00192,1.9311866666666668,1.5,282.9333333333328,424.4000000000003,sl,-282.9333333333328,-1.0,loss,73.49999999999967,285.6000000000014,0.3534401508011316
EURAUD,W,bullish,direct_touch,2010-02-22,2010-03-01,2010-03-01 11:00:00,2010-03-01 15:00:00,2010-03-09 07:00:00,7.666666666666667,1.51318,1.5044,1.5058,87.8,14.00000000000068,15.945330296128336,2,H4,1.50546,1.49446,1.52196,1.49446,1.5,109.99999999999898,164.99999999999957,sl,-109.99999999999898,-1.0,loss,148.50000000000028,115.79999999999924,0.9090909090909176
EURCAD,W,bullish,direct_touch,2010-02-22,2010-03-01,2010-03-01 15:00:00,2010-03-01 15:00:00,2010-03-02 09:00:00,0.75,1.41612,1.41011,1.4115,60.099999999999994,13.900000000000023,23.12811980033282,1,H1,1.41012,1.402113333333333,1.42213,1.402113333333333,1.5,80.06666666666717,120.10000000000076,sl,-80.06666666666717,-1.0,loss,83.19999999999882,112.79999999999956,1.2489592006661037
EURNZD,W,bullish,direct_touch,2010-02-22,2010-03-01,2010-03-01 00:00:00,2010-03-01 15:00:00,2010-03-03 09:00:00,1.75,1.94565,1.92619,1.93454,194.6,83.49999999999856,42.90853031860152,5,D,1.93563,1.9159766666666664,1.96511,1.96511,1.5,196.5333333333352,294.8000000000017,tp,294.8000000000017,1.4999999999999944,win,322.99999999999994,59.59999999999965,0.5088195386702801
CADCHF,W,bearish,direct_touch,2010-02-22,2010-03-01,2010-03-01 15:00:00,2010-03-01 16:00:00,2010-03-02 09:00:00,0.7083333333333334,1.03464,1.03935,1.03768,47.099999999999994,16.700000000000603,35.4564755838654,1,H1,1.03916,1.0453133333333335,1.02993,1.0453133333333335,1.5,61.53333333333455,92.30000000000072,sl,-61.53333333333455,-1.0,loss,47.80000000000006,71.39999999999924,1.6251354279522974
EURAUD,W,bullish,direct_touch,2010-03-08,2010-03-15,2010-03-15 00:00:00,2010-03-16 08:00:00,2010-03-18 21:00:00,2.5416666666666665,1.50073,1.48079,1.49464,199.4,138.49999999999918,69.45837512537571,8,H4,1.49422,1.476586666666667,1.52067,1.476586666666667,1.5,176.33333333333167,264.49999999999864,sl,-176.33333333333167,-1.0,loss,114.9,178.60000000000207,0.5671077504725951
EURCAD,W,bullish,direct_touch,2010-03-08,2010-03-15,2010-03-15 00:00:00,2010-03-17 12:00:00,2010-03-19 11:00:00,1.9583333333333333,1.40175,1.39024,1.39182,115.1,15.800000000001369,13.727193744571128,1,H1,1.39168,1.3772933333333337,1.41326,1.3772933333333337,1.5,143.86666666666548,215.79999999999933,sl,-143.86666666666548,-1.0,loss,30.799999999999716,220.0000000000002,0.6950880444856405
CADCHF,W,bearish,direct_touch,2010-03-08,2010-03-15,2010-03-17 13:00:00,2010-03-19 12:00:00,2010-03-26 14:00:00,7.083333333333333,1.04377,1.05191,1.05101,81.39999999999999,8.999999999999009,11.05651105650984,0,wick_diff,1.05101,1.0612633333333332,1.03563,1.03563,1.5,102.53333333333224,153.79999999999947,tp,153.79999999999947,1.5000000000000109,win,163.50000000000085,26.100000000000012,0.9752925877763432
USDJPY,W,bearish,direct_touch,2010-02-22,2010-03-01,2010-03-24 12:00:00,2010-03-24 16:00:00,2010-03-25 17:00:00,1.0416666666666667,91.464,92.1425,91.9035,67.85,23.900000000000432,35.22476050110602,1,H1,92.076,92.93633333333332,90.7855,92.93633333333332,1.5,86.03333333333296,129.04999999999944,sl,-86.03333333333296,-1.0,loss,30.799999999999272,87.80000000000001,0.0116234017822549
AUDCHF,W,bearish,direct_touch,2010-03-22,2010-03-29,2010-03-29 12:00:00,2010-03-30 09:00:00,2010-03-31 15:00:00,1.25,0.97174,0.97835,0.97816,66.1,1.9000000000002348,2.8744326777613236,0,wick_diff,0.97816,0.9868466666666666,0.96513,0.96513,1.5,86.8666666666662,130.29999999999984,tp,130.29999999999984,1.5000000000000062,win,145.60000000000016,31.599999999999405,1.1511895625479724
EURAUD,W,bullish,direct_touch,2010-03-22,2010-03-29,2010-03-29 05:00:00,2010-03-30 13:00:00,2010-04-08 01:00:00,8.5,1.47851,1.46014,1.47193,183.7,117.89999999999966,64.18072945019034,7,D,1.46154,1.43798,1.49688,1.43798,1.5,235.60000000000025,353.39999999999924,sl,-235.60000000000025,-1.0,loss,162.9999999999998,252.0999999999995,0.4244482173174868
EURCAD,W,bullish,direct_touch,2010-03-22,2010-03-29,2010-03-29 09:00:00,2010-04-05 06:00:00,2010-04-07 05:00:00,1.9583333333333333,1.37527,1.35724,1.36284,180.3,56.00000000000049,31.05934553521935,6,3D,1.35911,1.3363166666666668,1.3933,1.3363166666666668,1.5,227.9333333333322,341.8999999999994,sl,-227.9333333333322,-1.0,loss,16.899999999999693,237.49999999999935,0.438724773325536
EURNZD,W,bullish,direct_touch,2010-03-29,2010-04-05,2010-04-05 00:00:00,2010-04-09 08:00:00,2010-04-26 11:00:00,17.125,1.90961,1.88042,1.88637,291.9,59.500000000001215,20.38369304556397,8,3D,1.88147,1.84325,1.9388,1.84325,1.5,382.2000000000014,573.300000000001,sl,-382.2000000000014,-1.0,loss,397.7000000000008,400.59999999999985,0.2616431187859749
EURNZD,W,bullish,direct_touch,2010-04-12,2010-04-19,2010-04-19 00:00:00,2010-04-19 21:00:00,2010-04-22 14:00:00,2.7083333333333335,1.90008,1.87599,1.89149,240.9,154.9999999999985,64.34205064341987,4,H4,1.89261,1.87157,1.92417,1.87157,1.5,210.3999999999995,315.6000000000003,sl,-210.3999999999995,-1.0,loss,123.50000000000082,220.6999999999981,0.4752851711026628
EURAUD,W,bullish,direct_touch,2010-04-12,2010-04-19,2010-04-20 01:00:00,2010-04-20 06:00:00,2010-04-22 21:00:00,2.625,1.45558,1.43489,1.44986,206.9,149.69999999999928,72.35379410343126,9,D,1.45034,1.432821,1.4762700000000002,1.432821,1.4801073120611985,175.19000000000062,259.3000000000023,sl,-175.19000000000062,-1.0,loss,26.100000000000012,181.29999999999976,0.5708088361207811
CADCHF,W,bearish,direct_touch,2010-04-12,2010-04-19,2010-04-20 06:00:00,2010-04-21 00:00:00,2010-05-18 07:00:00,27.291666666666668,1.05103,1.07336,1.06152,223.3,118.40000000000072,53.02283922973611,11,3D,1.07246,1.1016333333333332,1.0287,1.1016333333333332,1.5,291.7333333333327,437.6000000000002,sl,-291.7333333333327,-1.0,loss,358.6,308.6000000000011,0.3427787934186478
NZDCAD,W,bullish,direct_touch,2010-04-05,2010-04-12,2010-04-13 16:00:00,2010-04-21 00:00:00,2010-04-28 18:00:00,7.75,0.71306,0.69795,0.71192,151.1,139.7000000000004,92.45532759761772,10,D,0.70769,0.6940366666666667,0.72817,0.72817,1.5,136.53333333333293,204.7999999999994,tp,204.7999999999994,1.5,win,206.69999999999965,8.100000000000884,0.7324218750000021
AUDCHF,W,bearish,direct_touch,2010-04-12,2010-04-19,2010-04-20 06:00:00,2010-04-22 17:00:00,2010-05-05 21:00:00,13.166666666666666,0.98862,1.00106,0.99267,124.4,83.90000000000008,67.44372990353705,5,D,0.99884,1.0139466666666666,0.97618,1.0139466666666666,1.5,151.066666666666,226.599999999999,sl,-151.066666666666,-1.0,loss,100.79999999999976,158.10000000000102,0.6619593998234803
USDJPY,W,bearish,direct_touch,2010-04-26,2010-05-03,2010-05-03 00:00:00,2010-05-03 12:00:00,2010-05-06 06:00:00,2.75,94.004,94.5815,94.331,57.75,25.05000000000024,43.37662337662379,1,H1,94.532,95.269,93.4265,93.4265,1.5,73.69999999999948,110.54999999999922,tp,110.54999999999922,1.5,win,123.19999999999992,45.40000000000077,0.0135685210312076
AUDJPY,W,bearish,direct_touch,2010-04-26,2010-05-03,2010-05-03 00:00:00,2010-05-03 14:00:00,2010-05-04 13:00:00,0.9583333333333334,87.035,88.0585,87.216,102.35,84.25000000000011,82.31558378114325,2,H1,87.708,88.839,86.0115,86.0115,1.5,113.10000000000002,169.65000000000003,tp,169.65000000000003,1.5,win,173.79999999999995,25.199999999999537,0.008841732979664
CADCHF,W,bearish,direct_touch,2010-04-26,2010-05-03,2010-05-04 08:00:00,2010-05-05 12:00:00,2010-05-06 13:00:00,1.0416666666666667,1.07521,1.08222,1.08206,70.1,1.5999999999993797,2.2824536376596005,1,H1,1.08124,1.0899333333333332,1.0682,1.0682,1.5,86.93333333333219,130.3999999999994,tp,130.3999999999994,1.500000000000013,win,149.39999999999952,57.49999999999922,1.150306748466273
EURCAD,W,bullish,direct_touch,2010-04-26,2010-05-03,2010-05-03 15:00:00,2010-05-05 12:00:00,2010-05-06 18:00:00,1.25,1.33463,1.32388,1.32565,107.5,17.700000000000493,16.465116279070227,3,H4,1.32463,1.3107966666666666,1.34538,1.34538,1.5,138.33333333333363,207.50000000000043,tp,207.50000000000043,1.5,win,265.99999999999955,115.3000000000004,0.7228915662650588
EURUSD,W,bullish,direct_touch,2010-05-17,2010-05-24,2010-05-25 00:00:00,2010-05-26 21:00:00,2010-06-07 00:00:00,11.125,1.23426,1.21445,1.23542,198.1,209.6999999999993,105.85562847046911,5,D,1.2161,1.1907866666666669,1.25407,1.1907866666666669,1.5,253.13333333333296,379.70000000000056,sl,-253.13333333333296,-1.0,loss,292.30000000000086,278.19999999999953,0.3950487226757972
CADCHF,W,bearish,direct_touch,2010-05-17,2010-05-24,2010-05-27 13:00:00,2010-05-31 12:00:00,2010-06-08 15:00:00,8.125,1.09778,1.10712,1.10066,93.4,64.60000000000132,69.16488222698214,5,3D,1.10686,1.1191399999999998,1.08844,1.08844,1.5,122.79999999999846,184.1999999999988,tp,184.1999999999988,1.5000000000000089,win,192.6000000000005,80.50000000000112,0.8143322475570134
