pair,htf_timeframe,direction,entry_type,pivot_time,valid_time,gap_touch_time,entry_time,exit_time,duration_days,pivot_price,extreme_price,near_price,gap_pips,wick_diff_pips,wick_diff_pct,total_refinements,priority_refinement_tf,entry_price,sl_price,tp_price,exit_price,final_rr,sl_distance_pips,tp_distance_pips,exit_type,pnl_pips,pnl_r,win_loss,mfe_pips,mae_pips,lots
CADJPY,M,bullish,direct_touch,2010-07-01,2010-08-02,2010-08-06 12:00:00,2010-08-11 11:00:00,2010-08-24 07:00:00,12.833333333333334,83.124,81.614,82.994,151.0,137.99999999999957,91.3907284768209,7,W,81.766,79.85400000000001,84.634,79.85400000000001,1.5,191.1999999999992,286.7999999999995,sl,-191.1999999999992,-1.0,loss,175.79999999999956,196.9999999999999,0.0052301255230125
NZDCAD,M,bearish,direct_touch,2010-08-02,2010-09-01,2010-09-01 01:00:00,2010-09-02 13:00:00,2010-10-18 08:00:00,45.791666666666664,0.74699,0.76079,0.75423,138.0,65.6000000000001,47.53623188405805,7,3D,0.75421,0.7682233333333334,0.73319,0.7682233333333334,1.5,140.1333333333332,210.2000000000004,sl,-140.1333333333332,-1.0,loss,125.900000000001,142.09999999999943,0.7136060894386305
EURUSD,M,bearish,direct_touch,2010-08-02,2010-09-01,2010-09-16 08:00:00,2010-09-22 00:00:00,2010-09-30 09:00:00,8.375,1.30632,1.33352,1.31064,272.0,228.8000000000001,84.11764705882358,11,W,1.33076,1.3651866666666663,1.27912,1.3651866666666663,1.5,344.266666666666,516.3999999999991,sl,-344.266666666666,-1.0,loss,40.000000000000036,366.4,0.2904725019364839
GBPUSD,M,bearish,direct_touch,2010-08-02,2010-09-01,2010-09-17 05:00:00,2010-10-07 11:00:00,2010-12-22 13:00:00,76.08333333333333,1.57111,1.59982,1.57224,287.09999999999997,275.7999999999994,96.06408916753722,11,W,1.59964,1.6378,1.5424,1.5424,1.5,381.5999999999997,572.3999999999995,tp,572.3999999999995,1.5,win,577.9999999999985,303.20000000000124,0.2620545073375264
CADJPY,M,bearish,direct_touch,2010-12-01,2011-01-03,2011-01-03 00:00:00,2011-01-07 12:00:00,2011-03-16 21:00:00,68.375,81.536,84.2,83.134,266.40000000000003,106.60000000000024,40.0150150150151,12,3D,84.003,87.42366666666666,78.872,78.872,1.5,342.0666666666662,513.1,tp,513.1,1.500000000000002,win,666.7000000000002,160.8999999999995,0.0029234067433248
AUDJPY,M,bearish,direct_touch,2011-01-03,2011-02-01,2011-02-03 14:00:00,2011-02-04 17:00:00,2011-02-17 16:00:00,12.958333333333334,82.874,83.6855,83.3795,81.14999999999999,30.60000000000116,37.70794824399403,4,3D,83.3705,84.2425,82.0625,84.2425,1.5,87.19999999999999,130.8000000000007,sl,-87.19999999999999,-1.0,loss,42.65000000000043,90.94999999999942,0.0114678899082568
NZDCAD,M,bullish,direct_touch,2010-12-01,2011-01-03,2011-01-04 11:00:00,2011-02-14 14:00:00,2011-03-04 10:00:00,17.833333333333332,0.76236,0.73944,0.75721,229.2,177.7000000000006,77.53054101221667,15,W,0.74399,0.7164633333333333,0.7852800000000001,0.7164633333333333,1.5,275.266666666667,412.9000000000005,sl,-275.266666666667,-1.0,loss,109.3999999999995,279.59999999999985,0.3632840881569383
GBPNZD,M,bearish,direct_touch,2010-09-01,2010-10-01,2011-03-02 01:00:00,2011-03-04 02:00:00,2011-03-11 13:00:00,7.458333333333333,2.19548,2.22575,2.19878,302.7,269.69999999999936,89.09811694747255,7,H4,2.20806,2.236626666666667,2.16521,2.16521,1.5,285.6666666666685,428.5000000000005,tp,428.5000000000005,1.4999999999999922,win,435.40000000000134,88.90000000000065,0.3500583430571739
EURUSD,M,bearish,direct_touch,2010-11-01,2010-12-01,2011-03-03 13:00:00,2011-04-04 00:00:00,2011-04-26 16:00:00,22.666666666666668,1.3962,1.42822,1.41592,320.2,122.99999999999976,38.41349156777007,4,D,1.42488,1.4653466666666664,1.3641800000000002,1.4653466666666664,1.5,404.66666666666424,606.9999999999975,sl,-404.66666666666424,-1.0,loss,96.9999999999982,408.80000000000024,0.2471169686985187
EURAUD,M,bearish,direct_touch,2011-04-01,2011-05-02,2011-05-04 10:00:00,2011-05-04 15:00:00,2011-07-27 12:00:00,83.875,1.37073,1.43444,1.38788,637.1,465.59999999999934,73.08114895620771,21,W,1.37977,1.4408109999999998,1.30702,1.30702,1.191821890204944,610.409999999999,727.4999999999986,tp,727.4999999999986,1.191821890204944,win,728.1000000000004,131.30000000000086,0.1638243148048036
