trade_id,pair,timeframe,direction,pivot_generated_time,entry_time,entry_price,tp_price,sl_price,gap_high,gap_low,exit_time,exit_price,exit_reason,pnl_pips,pnl_r,pnl_percent,status
1,NZDJPY,3D,bullish,2004-06-03 00:00:00+00:00,2004-06-06 00:00:00+00:00,69.135,71.67,67.8675,69.135,68.29,2004-06-21 00:00:00+00:00,67.8675,sl,-126.74999999999983,-1.0,-1.0,closed
2,NZDJPY,3D,bearish,2004-06-06 00:00:00+00:00,2004-06-09 00:00:00+00:00,69.16,68.305,69.58749999999999,69.445,69.16,2004-06-12 00:00:00+00:00,69.58749999999999,sl,-42.74999999999949,-1.0,-1.0,closed
4,NZDJPY,3D,bearish,2004-06-21 00:00:00+00:00,2004-06-27 00:00:00+00:00,68.475,67.97999999999998,68.7225,68.64,68.475,2004-06-30 00:00:00+00:00,68.7225,sl,-24.750000000000227,-1.0,-1.0,closed
5,NZDJPY,3D,bullish,2004-06-24 00:00:00+00:00,2004-06-27 00:00:00+00:00,68.375,70.30999999999999,67.4075,68.375,67.73,2004-07-03 00:00:00+00:00,70.30999999999999,tp,193.4999999999988,1.9999999999999853,1.9999999999999853,closed
3,NZDJPY,3D,bearish,2004-06-15 00:00:00+00:00,2004-06-30 00:00:00+00:00,69.24,67.32,70.19999999999999,69.88,69.24,2004-07-03 00:00:00+00:00,70.19999999999999,sl,-95.99999999999937,-1.0,-1.0,closed
6,NZDJPY,3D,bearish,2004-07-06 00:00:00+00:00,2004-07-09 00:00:00+00:00,71.09,69.83,71.72,71.51,71.09,2004-07-15 00:00:00+00:00,71.72,sl,-62.999999999999545,-1.0,-1.0,closed
7,NZDJPY,3D,bullish,2004-07-09 00:00:00+00:00,2004-07-18 00:00:00+00:00,71.065,71.485,70.85499999999999,71.065,70.925,2004-07-21 00:00:00+00:00,70.85499999999999,sl,-21.000000000000796,-1.0,-1.0,closed
1004,NZDJPY,W,bearish,2004-07-16 21:00:00+00:00,2004-07-30 21:00:00+00:00,71.645,71.225,71.85499999999999,71.785,71.645,2004-08-06 21:00:00+00:00,71.85499999999999,sl,-20.999999999999375,-1.0,-1.0,closed
8,NZDJPY,3D,bearish,2004-07-18 00:00:00+00:00,2004-08-02 00:00:00+00:00,70.98,68.56500000000003,72.1875,71.785,70.98,2004-08-08 00:00:00+00:00,72.1875,sl,-120.7499999999996,-1.0,-1.0,closed
10,NZDJPY,3D,bearish,2004-08-14 00:00:00+00:00,2004-08-17 00:00:00+00:00,73.295,71.85499999999999,74.01500000000001,73.775,73.295,2004-08-23 00:00:00+00:00,71.85499999999999,tp,144.0000000000012,1.9999999999999802,1.9999999999999802,closed
