trade_id,pair,timeframe,direction,pivot_generated_time,entry_time,entry_price,tp_price,sl_price,gap_high,gap_low,exit_time,exit_price,exit_reason,pnl_pips,pnl_r,pnl_percent,status
1,GBPCAD,3D,bullish,2004-06-03 00:00:00+00:00,2004-06-06 00:00:00+00:00,2.50835,2.573750000000001,2.47565,2.50835,2.48655,2004-06-21 00:00:00+00:00,2.47565,sl,-327.0000000000017,-1.0,-1.0,closed
2,GBPCAD,3D,bearish,2004-06-09 00:00:00+00:00,2004-06-12 00:00:00+00:00,2.48855,2.4326,2.516525,2.5072,2.48855,2004-06-27 00:00:00+00:00,2.4326,tp,559.5000000000017,2.0,2.0,closed
1022,GBPCAD,W,bullish,2004-06-11 21:00:00+00:00,2004-06-18 21:00:00+00:00,2.48075,2.4903500000000003,2.47595,2.48075,2.47755,2004-06-25 21:00:00+00:00,2.47595,sl,-47.999999999999154,-1.0,-1.0,closed
3,GBPCAD,3D,bullish,2004-06-24 00:00:00+00:00,2004-06-27 00:00:00+00:00,2.46545,2.497700000000001,2.449325,2.46545,2.4547,2004-06-30 00:00:00+00:00,2.449325,sl,-161.25000000000168,-1.0,-1.0,closed
1023,GBPCAD,W,bearish,2004-07-16 21:00:00+00:00,2004-07-23 21:00:00+00:00,2.45215,2.43955,2.45845,2.45635,2.45215,2004-07-30 21:00:00+00:00,2.43955,tp,125.99999999999945,2.0,2.0,closed
4,GBPCAD,3D,bearish,2004-07-15 00:00:00+00:00,2004-07-24 00:00:00+00:00,2.4524,2.4405499999999996,2.4583250000000003,2.45635,2.4524,2004-07-27 00:00:00+00:00,2.4405499999999996,tp,118.50000000000361,1.9999999999999252,1.9999999999999252,closed
5,GBPCAD,3D,bullish,2004-07-30 00:00:00+00:00,2004-08-02 00:00:00+00:00,2.42245,2.4699999999999998,2.398675,2.42245,2.4066,2004-08-14 00:00:00+00:00,2.398675,sl,-237.75000000000102,-1.0,-1.0,closed
6,GBPCAD,3D,bearish,2004-08-02 00:00:00+00:00,2004-08-05 00:00:00+00:00,2.40675,2.32335,2.4484500000000002,2.43455,2.40675,2004-09-01 00:00:00+00:00,2.32335,tp,834.0000000000014,2.0,2.0,closed
7,GBPCAD,3D,bullish,2004-08-05 00:00:00+00:00,2004-08-08 00:00:00+00:00,2.41675,2.4609999999999994,2.3946250000000004,2.41675,2.402,2004-08-14 00:00:00+00:00,2.3946250000000004,sl,-221.24999999999505,-1.0,-1.0,closed
8,GBPCAD,3D,bearish,2004-08-08 00:00:00+00:00,2004-08-11 00:00:00+00:00,2.41735,2.39155,2.43025,2.42595,2.41735,2004-08-14 00:00:00+00:00,2.39155,tp,257.99999999999824,1.9999999999999656,1.9999999999999656,closed
1024,GBPCAD,W,bullish,2004-09-03 21:00:00+00:00,2004-09-10 21:00:00+00:00,2.31015,2.3937,2.2683750000000003,2.31015,2.2823,2004-10-01 21:00:00+00:00,2.2683750000000003,sl,-417.749999999999,-1.0,-1.0,closed
10,GBPCAD,3D,bullish,2004-09-07 00:00:00+00:00,2004-09-13 00:00:00+00:00,2.3042,2.3698999999999986,2.2713500000000004,2.3042,2.2823,2004-09-28 00:00:00+00:00,2.2713500000000004,sl,-328.4999999999938,-1.0,-1.0,closed
11,GBPCAD,3D,bearish,2004-09-13 00:00:00+00:00,2004-09-16 00:00:00+00:00,2.325,2.2854000000000005,2.3448,2.3382,2.325,2004-09-28 00:00:00+00:00,2.2854000000000005,tp,395.99999999999636,1.9999999999999776,1.9999999999999776,closed
13,GBPCAD,3D,bullish,2004-10-13 00:00:00+00:00,2004-10-19 00:00:00+00:00,2.2586,2.2861999999999996,2.2448,2.2586,2.2494,2004-10-25 00:00:00+00:00,2.2448,sl,-137.99999999999812,-1.0,-1.0,closed
1026,GBPCAD,W,bullish,2004-10-08 21:00:00+00:00,2004-10-22 21:00:00+00:00,2.24615,2.2643000000000004,2.237075,2.24615,2.2401,2004-10-29 21:00:00+00:00,2.237075,sl,-90.75000000000166,-1.0,-1.0,closed
16,GBPCAD,3D,bullish,2004-11-06 00:00:00+00:00,2004-11-12 00:00:00+00:00,2.22295,2.2454499999999995,2.2117000000000004,2.22295,2.21545,2004-11-21 00:00:00+00:00,2.2117000000000004,sl,-112.49999999999538,-1.0,-1.0,closed
1027,GBPCAD,W,bearish,2004-10-15 21:00:00+00:00,2004-11-26 22:00:00+00:00,2.26055,2.224399999999999,2.2786250000000003,2.2726,2.26055,2004-12-03 22:00:00+00:00,2.2786250000000003,sl,-180.75000000000506,-1.0,-1.0,closed
14,GBPCAD,3D,bearish,2004-10-19 00:00:00+00:00,2004-11-27 00:00:00+00:00,2.2639,2.2377999999999996,2.2769500000000003,2.2726,2.2639,2004-11-30 00:00:00+00:00,2.2769500000000003,sl,-130.50000000000227,-1.0,-1.0,closed
15,GBPCAD,3D,bearish,2004-10-31 00:00:00+00:00,2004-11-27 00:00:00+00:00,2.23945,2.2015000000000007,2.258425,2.2521,2.23945,2004-11-30 00:00:00+00:00,2.258425,sl,-189.7499999999974,-1.0,-1.0,closed
12,GBPCAD,3D,bearish,2004-09-28 00:00:00+00:00,2004-11-30 00:00:00+00:00,2.2864,2.2291000000000003,2.31505,2.3055,2.2864,2004-12-03 00:00:00+00:00,2.31505,sl,-286.4999999999984,-1.0,-1.0,closed
1025,GBPCAD,W,bearish,2004-09-17 21:00:00+00:00,2004-12-03 22:00:00+00:00,2.32545,2.2872,2.344575,2.3382,2.32545,2004-12-10 22:00:00+00:00,2.344575,sl,-191.24999999999835,-1.0,-1.0,closed
9,GBPCAD,3D,bearish,2004-08-29 00:00:00+00:00,2004-12-12 00:00:00+00:00,2.35185,2.3085000000000013,2.373525,2.3663,2.35185,2004-12-15 00:00:00+00:00,2.373525,sl,-216.74999999999667,-1.0,-1.0,closed
19,GBPCAD,3D,bearish,2004-12-15 00:00:00+00:00,2004-12-18 00:00:00+00:00,2.3804,2.3731999999999993,2.3840000000000003,2.3828,2.3804,2004-12-21 00:00:00+00:00,2.3731999999999993,tp,72.0000000000054,1.9999999999998768,1.9999999999998768,closed
18,GBPCAD,3D,bullish,2004-12-12 00:00:00+00:00,2004-12-24 00:00:00+00:00,2.3638,2.42605,2.332675,2.3638,2.34305,2004-12-27 00:00:00+00:00,2.332675,sl,-311.24999999999847,-1.0,-1.0,closed
20,GBPCAD,3D,bullish,2004-12-30 00:00:00+00:00,2005-01-02 00:00:00+00:00,2.3204,2.3766499999999993,2.292275,2.3204,2.30165,2005-01-08 00:00:00+00:00,2.292275,sl,-281.2499999999973,-1.0,-1.0,closed
22,GBPCAD,3D,bearish,2005-01-20 00:00:00+00:00,2005-01-23 00:00:00+00:00,2.3106,2.2989000000000006,2.3164499999999997,2.3145,2.3106,2005-01-26 00:00:00+00:00,2.3164499999999997,sl,-58.49999999999689,-1.0,-1.0,closed
17,GBPCAD,3D,bearish,2004-12-09 00:00:00+00:00,2005-02-01 00:00:00+00:00,2.34665,2.3312,2.354375,2.3518,2.34665,2005-02-04 00:00:00+00:00,2.3312,tp,154.49999999999963,1.9999999999999423,1.9999999999999423,closed
24,GBPCAD,3D,bearish,2005-01-29 00:00:00+00:00,2005-02-01 00:00:00+00:00,2.33815,2.316100000000001,2.349175,2.3455,2.33815,2005-02-07 00:00:00+00:00,2.316100000000001,tp,220.49999999999238,2.0,2.0,closed
25,GBPCAD,3D,bullish,2005-02-01 00:00:00+00:00,2005-02-07 00:00:00+00:00,2.3298,2.3625,2.3134500000000005,2.3298,2.3189,2005-02-10 00:00:00+00:00,2.3134500000000005,sl,-163.49999999999642,-1.0,-1.0,closed
1030,GBPCAD,W,bearish,2005-02-04 22:00:00+00:00,2005-02-18 22:00:00+00:00,2.34395,2.3045,2.3636749999999997,2.3571,2.34395,2005-02-25 22:00:00+00:00,2.3636749999999997,sl,-197.2499999999977,-1.0,-1.0,closed
1028,GBPCAD,W,bearish,2004-12-17 22:00:00+00:00,2005-02-18 22:00:00+00:00,2.38135,2.3521,2.395975,2.3911,2.38135,2005-03-04 22:00:00+00:00,2.3521,tp,292.4999999999978,1.9999999999999696,1.9999999999999696,closed
26,GBPCAD,3D,bearish,2005-02-04 00:00:00+00:00,2005-02-19 00:00:00+00:00,2.34395,2.3045,2.3636749999999997,2.3571,2.34395,2005-02-22 00:00:00+00:00,2.3636749999999997,sl,-197.2499999999977,-1.0,-1.0,closed
28,GBPCAD,3D,bearish,2005-02-25 00:00:00+00:00,2005-02-28 00:00:00+00:00,2.37695,2.3552,2.387825,2.3842,2.37695,2005-03-06 00:00:00+00:00,2.3552,tp,217.49999999999937,2.0,2.0,closed
1031,GBPCAD,W,bullish,2005-02-11 22:00:00+00:00,2005-03-04 22:00:00+00:00,2.31015,2.3199,2.305275,2.31015,2.3069,2005-03-11 22:00:00+00:00,2.305275,sl,-48.75000000000185,-1.0,-1.0,closed
27,GBPCAD,3D,bullish,2005-02-13 00:00:00+00:00,2005-03-09 00:00:00+00:00,2.31125,2.3242999999999987,2.3047250000000004,2.31125,2.3069,2005-03-12 00:00:00+00:00,2.3047250000000004,sl,-65.24999999999449,-1.0,-1.0,closed
23,GBPCAD,3D,bullish,2005-01-23 00:00:00+00:00,2005-03-18 00:00:00+00:00,2.29485,2.34,2.2722749999999996,2.29485,2.2798,2005-03-21 00:00:00+00:00,2.2722749999999996,sl,-225.75000000000233,-1.0,-1.0,closed
1029,GBPCAD,W,bullish,2005-01-14 22:00:00+00:00,2005-03-18 22:00:00+00:00,2.27745,2.3379000000000003,2.247225,2.27745,2.2573,2005-04-08 21:00:00+00:00,2.3379000000000003,tp,604.5000000000034,2.0,2.0,closed
29,GBPCAD,3D,bullish,2005-03-24 00:00:00+00:00,2005-03-27 00:00:00+00:00,2.2688,2.2733000000000003,2.26655,2.2688,2.2673,2005-03-30 00:00:00+00:00,2.2733000000000003,tp,45.000000000001705,2.0,2.0,closed
1435,GBPCAD,M,bearish,2005-02-28 22:00:00+00:00,2005-03-31 22:00:00+00:00,2.3701,2.3136999999999994,2.3983,2.3889,2.3701,2005-04-30 21:00:00+00:00,2.3983,sl,-282.0,-1.0,-1.0,closed
1032,GBPCAD,W,bearish,2005-02-25 22:00:00+00:00,2005-04-15 21:00:00+00:00,2.37695,2.3410999999999995,2.394875,2.3889,2.37695,2005-04-22 21:00:00+00:00,2.394875,sl,-179.2499999999997,-1.0,-1.0,closed
30,GBPCAD,3D,bearish,2005-04-20 00:00:00+00:00,2005-04-26 00:00:00+00:00,2.384,2.3737999999999997,2.3891,2.3874,2.384,2005-04-29 00:00:00+00:00,2.3891,sl,-51.000000000001044,-1.0,-1.0,closed
